@relation	scpf
@attribute	daysUntilLastIssue	real
@attribute	source=city_initiated	real
@attribute	source=android	real
@attribute	source=remote_api_created	real
@attribute	source=new_map_widget	real
@attribute	source=iphone	real
@attribute	tag_type=tree	real
@attribute	tag_type=street_light	real
@attribute	tag_type=graffiti	real
@attribute	tag_type=pothole	real
@attribute	tag_type=signs	real
@attribute	tag_type=overgrowth	real
@attribute	tag_type=traffic	real
@attribute	tag_type=trash	real
@attribute	tag_type=blighted_property	real
@attribute	tag_type=sidewalk	real
@attribute	latitude	real
@attribute	longitude	real
@attribute	city=Oakland	real
@attribute	city=Chicago	real
@attribute	city=NH	real
@attribute	city=Richmond	real
@attribute	distanceFromCenter	real
@attribute	num_views	real
@attribute	num_votes	real
@attribute	num_comments	real
@data
312.0,0.0,0.0,1.0,0.0,0.0,0.18658892128279883,0.09620991253644315,0.04956268221574344,0.13119533527696792,0.029154518950437316,0.037900874635568516,0.008746355685131196,0.3760932944606414,0.03206997084548105,0.011661807580174927,41.790102,-87.76709,0.0,1.0,0.0,0.0,0.513097,0.0,1.0,0.0
448.0,0.043478260869565216,0.02517162471395881,0.7974828375286042,0.04691075514874142,0.08237986270022883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.495345,-77.501854,0.0,0.0,0.0,1.0,0.298278,7.0,2.0,0.0
305.0,0.0,0.0,1.0,0.0,0.0,0.18658892128279883,0.09620991253644315,0.04956268221574344,0.13119533527696792,0.029154518950437316,0.037900874635568516,0.008746355685131196,0.3760932944606414,0.03206997084548105,0.011661807580174927,41.948124,-87.678588,0.0,1.0,0.0,0.0,0.273947,0.0,1.0,0.0
288.0,0.0,0.0,1.0,0.0,0.0,0.18658892128279883,0.09620991253644315,0.04956268221574344,0.13119533527696792,0.029154518950437316,0.037900874635568516,0.008746355685131196,0.3760932944606414,0.03206997084548105,0.011661807580174927,41.932096,-87.697618,0.0,1.0,0.0,0.0,0.258791,3.0,1.0,0.0
273.0,0.0,0.0,1.0,0.0,0.0,0.18658892128279883,0.09620991253644315,0.04956268221574344,0.13119533527696792,0.029154518950437316,0.037900874635568516,0.008746355685131196,0.3760932944606414,0.03206997084548105,0.011661807580174927,41.928676,-87.715878,0.0,1.0,0.0,0.0,0.289623,0.0,1.0,0.0
324.0,0.0,0.0,1.0,0.0,0.0,0.18658892128279883,0.09620991253644315,0.04956268221574344,0.13119533527696792,0.029154518950437316,0.037900874635568516,0.008746355685131196,0.3760932944606414,0.03206997084548105,0.011661807580174927,41.698994,-87.60653,0.0,1.0,0.0,0.0,0.687413,50.0,1.0,0.0
315.0,0.0,0.0,1.0,0.0,0.0,0.18658892128279883,0.09620991253644315,0.04956268221574344,0.13119533527696792,0.029154518950437316,0.037900874635568516,0.008746355685131196,0.3760932944606414,0.03206997084548105,0.011661807580174927,41.73964,-87.648583,0.0,1.0,0.0,0.0,0.536104,1.0,1.0,0.0
327.0,0.0,0.0,1.0,0.0,0.0,0.18658892128279883,0.09620991253644315,0.04956268221574344,0.13119533527696792,0.029154518950437316,0.037900874635568516,0.008746355685131196,0.3760932944606414,0.03206997084548105,0.011661807580174927,41.938717,-87.717021,0.0,1.0,0.0,0.0,0.314944,2.0,1.0,0.0
515.0,0.0,0.0,0.0,0.0,1.0,0.18658892128279883,0.09620991253644315,0.04956268221574344,0.13119533527696792,0.029154518950437316,0.037900874635568516,0.008746355685131196,0.3760932944606414,0.03206997084548105,0.011661807580174927,37.790386,-122.265503,1.0,0.0,0.0,0.0,0.115279,88.0,2.0,1.0
325.0,0.0,0.0,1.0,0.0,0.0,0.18658892128279883,0.09620991253644315,0.04956268221574344,0.13119533527696792,0.029154518950437316,0.037900874635568516,0.008746355685131196,0.3760932944606414,0.03206997084548105,0.011661807580174927,41.748403,-87.674132,0.0,1.0,0.0,0.0,0.515737,0.0,1.0,0.0
